email_id,subject,body,label
19941,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R250,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
51702,Absa ALERT: Suspicious activity detected,Your FNB account shows unusual transactions. Verify immediately: http://FNB-secure.net. Account will be locked in 6 hours!,spam
54855,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 073 489 7523. Limited time offer!!!,spam
58414,Hot singles in Pretoria want to meet you tonight!,37 single ladies in Rosebank are online NOW and want to meet you! Browse profiles FREE! Click: http://dating-tonight.co.za,spam
45557,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R50,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
44399,"FOREX TRADING - Make R250,000 daily guaranteed!!!","Learn to trade Forex and make R10,000 every day! Our traders in Cape Town will teach you. Only R1,500 for the course. WhatsApp 081 168 9444.",spam
35170,"WORK FOR GOOGLE - R10,000 per week from home","Google is hiring in South Africa! Work from home! Earn R250,000/week doing simple tasks. Send R199 registration to 082 485 6568. Start immediately!",spam
43950,Get rich with Bitcoin investment!!!,"Turn R1,000 into R100,000 in one week with our Bitcoin system! Join traders in Port Elizabeth. WhatsApp 084 582 7151. Guaranteed returns!!!",spam
33669,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 081 127 2625. Limited time offer!!!,spam
50657,"FOREX TRADING - Make R10,000 daily guaranteed!!!","Learn to trade Forex and make R250,000 every day! Our traders in Johannesburg will teach you. Only R1,500 for the course. WhatsApp 071 680 6164.",spam
47977,"Make R50,000 per day working from home!!!","Amazing opportunity to earn R250,000 daily from home in Rosebank! No experience needed! Send R299 registration fee. WhatsApp 083 584 4513 NOW!!!",spam
74576,DStv: Subscription payment reminder,"Hi, your DStv Premium subscription of R829 is due on 28/05/2024. Pay online or via the app.",ham
22870,WIN a brand new BMW X5 - Enter FREE!!!,You've been selected to win a BMW X5 worth R1.2 million! Click this link and enter your details. Winner announced next week!!!,spam
14684,"FOREX TRADING - Make R250,000 daily guaranteed!!!","Learn to trade Forex and make R100,000 every day! Our traders in Cape Town will teach you. Only R1,500 for the course. WhatsApp 084 789 5865.",spam
27606,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Sandton. Order now R499. SMS MAN to 081 426 4970.,spam
88171,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 6 will be implemented from 10:00 to 16:00 today. Check your schedule.,ham
30349,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Cape Town. Order now R499. SMS MAN to 084 867 8819.,spam
20206,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R100,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
26268,"Make R100,000 per day working from home!!!","Amazing opportunity to earn R50,000 daily from home in Cape Town! No experience needed! Send R299 registration fee. WhatsApp 074 951 2403 NOW!!!",spam
96019,FNB: Balance inquiry result,Your Capitec account balance: R5360. Available balance: R5360. Last transaction: Debit R3386.,ham
78911,Game - Your order has been dispatched,"Hi Thandi, Great news! Your order #TA595901 has been dispatched and will arrive in 2-3 business days.",ham
97778,Woolworths - Your order has been dispatched,"Hi Nomsa, Great news! Your order #PNP985609 has been dispatched and will arrive in 2-3 business days.",ham
85808,Shoprite: Flash sale today,FLASH SALE! 40% off storewide for 24 hours only! Shop online or in-store.,ham
88505,Shoprite - Your order has been dispatched,"Hi Sarah, Great news! Your order #WW248667 has been dispatched and will arrive in 2-3 business days.",ham
40761,"You've won R10,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R10,000 prize, send your ID and bank details to 084 270 8075.",spam
83878,Woolworths: Order Confirmation,Thank you for your order! Order number: WW655283. Total: R267. Expected delivery: 3-5 business days to Durban.,ham
55162,Hot singles in Soweto want to meet you tonight!,50 single ladies in Cape Town are online NOW and want to meet you! Browse profiles FREE! Click: http://dating-tonight.co.za,spam
85034,Uber: Trip receipt,Thanks for riding! Trip from Pretoria to Sandton: R2371. Driver: Nomsa (4.9 stars). Paid via card.,ham
70276,Pick n Pay - Your order has been dispatched,"Hi John, Great news! Your order #MK447515 has been dispatched and will arrive in 2-3 business days.",ham
15491,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
78886,SARS eFiling: Submit your tax return,"Dear Taxpayer, The deadline for individual tax returns is 24 October 2024. File online at www.sarsefiling.co.za.",ham
82852,Mr Price: Flash sale today,FLASH SALE! 50% off storewide for 24 hours only! Shop online or in-store.,ham
83255,DStv: Subscription payment reminder,"Hi, your DStv Premium subscription of R829 is due on 9/05/2024. Pay online or via the app.",ham
77885,Uber: Trip receipt,Thanks for riding! Trip from Sandton to Rosebank: R425. Driver: Zanele (4.9 stars). Paid via card.,ham
83919,Uber: Trip receipt,Thanks for riding! Trip from Pretoria to Port Elizabeth: R970. Driver: Nomsa (4.9 stars). Paid via card.,ham
95306,SARS eFiling: Submit your tax return,"Dear Taxpayer, The deadline for individual tax returns is 24 October 2024. File online at www.sarsefiling.co.za.",ham
69570,"WORK FOR GOOGLE - R50,000 per week from home","Google is hiring in South Africa! Work from home! Earn R250,000/week doing simple tasks. Send R199 registration to 074 423 4207. Start immediately!",spam
15527,"Make R500,000 per day working from home!!!","Amazing opportunity to earn R50,000 daily from home in Johannesburg! No experience needed! Send R299 registration fee. WhatsApp 073 710 9211 NOW!!!",spam
83053,Rain: Your bundle expires soon,"Hi, your 1GB data bundle expires on 13/05/2024. Dial *136# to renew or buy more bundles.",ham
31783,Get rich with Bitcoin investment!!!,"Turn R1,000 into R100,000 in one week with our Bitcoin system! Join traders in Port Elizabeth. WhatsApp 084 945 5105. Guaranteed returns!!!",spam
83352,DStv: Subscription payment reminder,"Hi, your DStv Premium subscription of R829 is due on 8/05/2024. Pay online or via the app.",ham
11009,Get rich with Bitcoin investment!!!,"Turn R1,000 into R500,000 in one week with our Bitcoin system! Join traders in Johannesburg. WhatsApp 071 821 9226. Guaranteed returns!!!",spam
53139,Get rich with Bitcoin investment!!!,"Turn R1,000 into R500,000 in one week with our Bitcoin system! Join traders in Port Elizabeth. WhatsApp 073 519 4523. Guaranteed returns!!!",spam
3441,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R500,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
88745,City of Port Elizabeth: Municipal account,Your municipal account for May 2024 is available. Amount due: R1275. Payment due: 7/06/2024.,ham
43943,"FOREX TRADING - Make R50,000 daily guaranteed!!!","Learn to trade Forex and make R100,000 every day! Our traders in Johannesburg will teach you. Only R1,500 for the course. WhatsApp 082 738 3295.",spam
25536,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 073 348 1051. Limited time offer!!!,spam
2017,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R10,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
93965,Standard Bank: Transaction notification,You have successfully transferred R1757 to Sarah. Reference: Payment. Balance: R6290.,ham
93565,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 5 will be implemented from 11:00 to 18:00 today. Check your schedule.,ham
94961,Uber: Trip receipt,Thanks for riding! Trip from Johannesburg to Sandton: R235. Driver: Thandi (4.9 stars). Paid via card.,ham
63166,WARNING: Computer infected with 19 viruses!,ALERT! Your device has 10 viruses! Battery damaged 28%! Click here immediately to download fix: http://antivirus-sa.com. Device will stop working in 6 hours!,spam
42026,"Make R100,000 per day working from home!!!","Amazing opportunity to earn R500,000 daily from home in Sandton! No experience needed! Send R299 registration fee. WhatsApp 083 134 1816 NOW!!!",spam
39834,"You have inherited R50,000 from Nigeria","Dear Friend, Your relative has left you R50,000. To process this inheritance, we need your banking details and R2,000 legal fee.",spam
8693,"You've won R100,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R10,000 prize, send your ID and bank details to 083 128 1729.",spam
26616,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Durban. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 074 976 3350.",spam
80021,Absa: Payment received,Thank you for your payment of R2256. Your account has been credited. Next billing date: 5/06/2024.,ham
31269,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R250,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
9874,Get rich with Bitcoin investment!!!,"Turn R1,000 into R10,000 in one week with our Bitcoin system! Join traders in Port Elizabeth. WhatsApp 072 288 6954. Guaranteed returns!!!",spam
52682,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R500,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
86207,African Bank: Payment received,Thank you for your payment of R2232. Your account has been credited. Next billing date: 14/06/2024.,ham
9180,URGENT: Verify your Capitec account NOW,Your African Bank account has been suspended. Click here immediately to verify: http://African Bank-verify.com. Failure to verify within 24 hours will result in closure.,spam
74633,Makro: Flash sale today,FLASH SALE! 30% off storewide for 24 hours only! Shop online or in-store.,ham
54358,URGENT: Verify your Nedbank account NOW,Your Standard Bank account has been suspended. Click here immediately to verify: http://Standard Bank-verify.com. Failure to verify within 24 hours will result in closure.,spam
83377,Takealot: Flash sale today,FLASH SALE! 30% off storewide for 24 hours only! Shop online or in-store.,ham
74617,Standard Bank: Transaction notification,You have successfully transferred R3143 to David. Reference: Shopping. Balance: R47312.,ham
56951,"WORK FOR GOOGLE - R50,000 per week from home","Google is hiring in South Africa! Work from home! Earn R50,000/week doing simple tasks. Send R199 registration to 082 106 8269. Start immediately!",spam
22391,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
84869,MTN: Welcome bonus,Welcome to Vodacom! You've received 5GB free data as a welcome gift. Valid for 7 days.,ham
38677,Get rich with Bitcoin investment!!!,"Turn R1,000 into R100,000 in one week with our Bitcoin system! Join traders in Cape Town. WhatsApp 084 133 9849. Guaranteed returns!!!",spam
554,Absa ALERT: Suspicious activity detected,Your Absa account shows unusual transactions. Verify immediately: http://Absa-secure.net. Account will be locked in 6 hours!,spam
34446,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
78817,Checkers: Order Confirmation,Thank you for your order! Order number: PNP910885. Total: R3777. Expected delivery: 3-5 business days to Port Elizabeth.,ham
41897,"Make R50,000 per day working from home!!!","Amazing opportunity to earn R250,000 daily from home in Pretoria! No experience needed! Send R299 registration fee. WhatsApp 082 581 9767 NOW!!!",spam
27462,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
27133,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
15227,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 073 871 9872.,spam
43762,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 083 877 9163. Approval within 24 hours!!!",spam
44023,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Sandton. Order now R499. SMS MAN to 084 367 8806.,spam
95224,Uber: Trip receipt,Thanks for riding! Trip from Cape Town to Port Elizabeth: R3347. Driver: Lerato (4.9 stars). Paid via card.,ham
73580,Nedbank: Payment received,Thank you for your payment of R1809. Your account has been credited. Next billing date: 4/06/2024.,ham
21288,Standard Bank ALERT: Suspicious activity detected,Your Absa account shows unusual transactions. Verify immediately: http://Absa-secure.net. Account will be locked in 6 hours!,spam
38824,"You have inherited R50,000 from Nigeria","Dear Friend, Your relative has left you R50,000. To process this inheritance, we need your banking details and R2,000 legal fee.",spam
73654,Uber: Trip receipt,Thanks for riding! Trip from Johannesburg to Port Elizabeth: R2403. Driver: Nomsa (4.9 stars). Paid via card.,ham
53370,"Make R250,000 per day working from home!!!","Amazing opportunity to earn R50,000 daily from home in Rosebank! No experience needed! Send R299 registration fee. WhatsApp 084 692 8756 NOW!!!",spam
99394,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 6 will be implemented from 9:00 to 9:00 today. Check your schedule.,ham
81885,Checkers: Order Confirmation,Thank you for your order! Order number: PNP308251. Total: R705. Expected delivery: 3-5 business days to Sandton.,ham
4899,Get rich with Bitcoin investment!!!,"Turn R1,000 into R10,000 in one week with our Bitcoin system! Join traders in Port Elizabeth. WhatsApp 081 827 6518. Guaranteed returns!!!",spam
73056,Takealot: Flash sale today,FLASH SALE! 50% off storewide for 24 hours only! Shop online or in-store.,ham
35806,"Cash loan approved! R100,000 in your account today!","GOOD NEWS! Your loan of R500,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 084 946 5226.",spam
60917,"WORK FOR GOOGLE - R500,000 per week from home","Google is hiring in South Africa! Work from home! Earn R100,000/week doing simple tasks. Send R199 registration to 071 619 7166. Start immediately!",spam
41845,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 083 576 3593. Approval within 24 hours!!!",spam
52883,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 083 417 7114. Approval within 24 hours!!!",spam
9970,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 073 747 1570. Approval within 24 hours!!!",spam
15052,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R50,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
68514,"You have inherited R500,000 from Nigeria","Dear Friend, Your relative has left you R50,000. To process this inheritance, we need your banking details and R2,000 legal fee.",spam
2548,"You have inherited R500,000 from Nigeria","Dear Friend, Your relative has left you R50,000. To process this inheritance, we need your banking details and R2,000 legal fee.",spam
71797,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 5 will be implemented from 21:00 to 19:00 today. Check your schedule.,ham
29691,Get rich with Bitcoin investment!!!,"Turn R1,000 into R100,000 in one week with our Bitcoin system! Join traders in Cape Town. WhatsApp 082 865 7241. Guaranteed returns!!!",spam
70802,Shoprite - Your order has been dispatched,"Hi Nomsa, Great news! Your order #PNP805104 has been dispatched and will arrive in 2-3 business days.",ham
10478,Absa ALERT: Suspicious activity detected,Your Standard Bank account shows unusual transactions. Verify immediately: http://Standard Bank-secure.net. Account will be locked in 6 hours!,spam
54543,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 074 319 6046. Limited time offer!!!,spam
63964,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
54355,"You have inherited R10,000 from Nigeria","Dear Friend, Your relative has left you R500,000. To process this inheritance, we need your banking details and R2,000 legal fee.",spam
51498,African Bank ALERT: Suspicious activity detected,Your Standard Bank account shows unusual transactions. Verify immediately: http://Standard Bank-secure.net. Account will be locked in 6 hours!,spam
94595,Makro - Your order has been dispatched,"Hi Zanele, Great news! Your order #PNP183529 has been dispatched and will arrive in 2-3 business days.",ham
31455,"You've won R500,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R500,000 prize, send your ID and bank details to 084 716 8602.",spam
49350,URGENT: Verify your Absa account NOW,Your FNB account has been suspended. Click here immediately to verify: http://FNB-verify.com. Failure to verify within 24 hours will result in closure.,spam
95203,Rain: Your bundle expires soon,"Hi, your 2GB data bundle expires on 15/05/2024. Dial *136# to renew or buy more bundles.",ham
25304,"FOREX TRADING - Make R10,000 daily guaranteed!!!","Learn to trade Forex and make R10,000 every day! Our traders in Pretoria will teach you. Only R1,500 for the course. WhatsApp 082 991 7356.",spam
59962,"FOREX TRADING - Make R50,000 daily guaranteed!!!","Learn to trade Forex and make R100,000 every day! Our traders in Soweto will teach you. Only R1,500 for the course. WhatsApp 072 611 6246.",spam
21507,Hot singles in Soweto want to meet you tonight!,18 single ladies in Sandton are online NOW and want to meet you! Browse profiles FREE! Click: http://dating-tonight.co.za,spam
58189,Get rich with Bitcoin investment!!!,"Turn R1,000 into R500,000 in one week with our Bitcoin system! Join traders in Rosebank. WhatsApp 081 159 8829. Guaranteed returns!!!",spam
71710,Uber: Trip receipt,Thanks for riding! Trip from Johannesburg to Cape Town: R4449. Driver: Sarah (4.9 stars). Paid via card.,ham
27768,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 083 730 6528. Limited time offer!!!,spam
17571,WARNING: Computer infected with 12 viruses!,ALERT! Your device has 18 viruses! Battery damaged 28%! Click here immediately to download fix: http://antivirus-sa.com. Device will stop working in 6 hours!,spam
53638,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
91187,SARS eFiling: Submit your tax return,"Dear Taxpayer, The deadline for individual tax returns is 24 October 2024. File online at www.sarsefiling.co.za.",ham
3907,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
47006,"WORK FOR GOOGLE - R250,000 per week from home","Google is hiring in South Africa! Work from home! Earn R50,000/week doing simple tasks. Send R199 registration to 074 874 7147. Start immediately!",spam
26797,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
53732,WARNING: Computer infected with 47 viruses!,ALERT! Your device has 21 viruses! Battery damaged 28%! Click here immediately to download fix: http://antivirus-sa.com. Device will stop working in 6 hours!,spam
21645,"FOREX TRADING - Make R50,000 daily guaranteed!!!","Learn to trade Forex and make R10,000 every day! Our traders in Cape Town will teach you. Only R1,500 for the course. WhatsApp 072 145 9903.",spam
37875,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 071 193 8125. Approval within 24 hours!!!",spam
81253,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 6 will be implemented from 13:00 to 15:00 today. Check your schedule.,ham
89275,Your African Bank statement is ready,"Dear Customer, Your monthly statement for account ending in 5605 is now available on Online Banking. Please log in to view your transactions.",ham
76425,City of Cape Town: Municipal account,Your municipal account for May 2024 is available. Amount due: R4909. Payment due: 26/06/2024.,ham
50947,"You've won R50,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R50,000 prize, send your ID and bank details to 074 427 7829.",spam
72086,SARS eFiling: Submit your tax return,"Dear Taxpayer, The deadline for individual tax returns is 24 October 2024. File online at www.sarsefiling.co.za.",ham
33070,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 073 702 3788. Limited time offer!!!,spam
21532,"You have inherited R250,000 from Nigeria","Dear Friend, Your relative has left you R250,000. To process this inheritance, we need your banking details and R2,000 legal fee.",spam
3177,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 072 487 5501. Limited time offer!!!,spam
41017,"Make R500,000 per day working from home!!!","Amazing opportunity to earn R50,000 daily from home in Pretoria! No experience needed! Send R299 registration fee. WhatsApp 084 907 1081 NOW!!!",spam
83485,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 1 will be implemented from 10:00 to 17:00 today. Check your schedule.,ham
63314,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
85988,Woolworths: Flash sale today,FLASH SALE! 20% off storewide for 24 hours only! Shop online or in-store.,ham
28427,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 082 603 6981. Approval within 24 hours!!!",spam
50394,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
41473,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
14218,"Cash loan approved! R100,000 in your account today!","GOOD NEWS! Your loan of R500,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 073 458 2157.",spam
94979,Your FNB statement is ready,"Dear Customer, Your monthly statement for account ending in 7319 is now available on Online Banking. Please log in to view your transactions.",ham
87382,Absa: Balance inquiry result,Your Standard Bank account balance: R31765. Available balance: R31765. Last transaction: Debit R3718.,ham
32187,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R500,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
10730,"Make R100,000 per day working from home!!!","Amazing opportunity to earn R500,000 daily from home in Soweto! No experience needed! Send R299 registration fee. WhatsApp 081 542 8977 NOW!!!",spam
7171,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 074 487 4038. Limited time offer!!!,spam
58409,"Cash loan approved! R250,000 in your account today!","GOOD NEWS! Your loan of R100,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 082 704 4472.",spam
88328,Vodacom: Welcome bonus,Welcome to MTN! You've received 5GB free data as a welcome gift. Valid for 7 days.,ham
40511,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 073 484 1653. Limited time offer!!!,spam
61005,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Durban. Order now R499. SMS MAN to 081 910 9118.,spam
15639,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 074 111 4749. Approval within 24 hours!!!",spam
29169,"You've won R50,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R100,000 prize, send your ID and bank details to 081 773 1682.",spam
33124,WIN a brand new BMW X5 - Enter FREE!!!,You've been selected to win a BMW X5 worth R1.2 million! Click this link and enter your details. Winner announced next week!!!,spam
57005,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
60208,"Make R100,000 per day working from home!!!","Amazing opportunity to earn R500,000 daily from home in Cape Town! No experience needed! Send R299 registration fee. WhatsApp 073 320 7021 NOW!!!",spam
23405,"Cash loan approved! R250,000 in your account today!","GOOD NEWS! Your loan of R500,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 084 226 9789.",spam
21731,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 082 380 4343. Approval within 24 hours!!!",spam
85195,DStv: Subscription payment reminder,"Hi, your DStv Premium subscription of R829 is due on 23/05/2024. Pay online or via the app.",ham
71347,Your Capitec statement is ready,"Dear Customer, Your monthly statement for account ending in 5129 is now available on Online Banking. Please log in to view your transactions.",ham
53237,URGENT: Verify your Nedbank account NOW,Your African Bank account has been suspended. Click here immediately to verify: http://African Bank-verify.com. Failure to verify within 24 hours will result in closure.,spam
90223,Capitec: Transaction notification,You have successfully transferred R4607 to Sipho. Reference: Groceries. Balance: R46371.,ham
71963,Your FNB statement is ready,"Dear Customer, Your monthly statement for account ending in 6807 is now available on Online Banking. Please log in to view your transactions.",ham
50541,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 071 386 9470. Limited time offer!!!,spam
45294,"You have inherited R50,000 from Nigeria","Dear Friend, Your relative has left you R250,000. To process this inheritance, we need your banking details and R2,000 legal fee.",spam
27932,Nedbank ALERT: Suspicious activity detected,Your Absa account shows unusual transactions. Verify immediately: http://Absa-secure.net. Account will be locked in 6 hours!,spam
62995,URGENT: Verify your Capitec account NOW,Your Absa account has been suspended. Click here immediately to verify: http://Absa-verify.com. Failure to verify within 24 hours will result in closure.,spam
56855,"You have inherited R250,000 from Nigeria","Dear Friend, Your relative has left you R500,000. To process this inheritance, we need your banking details and R2,000 legal fee.",spam
55497,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
49761,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 082 113 3521. Approval within 24 hours!!!",spam
55609,"Cash loan approved! R100,000 in your account today!","GOOD NEWS! Your loan of R250,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 071 219 1644.",spam
5455,"Cash loan approved! R10,000 in your account today!","GOOD NEWS! Your loan of R250,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 081 456 8149.",spam
73284,Vodacom: Welcome bonus,Welcome to Cell C! You've received 1GB free data as a welcome gift. Valid for 7 days.,ham
64049,URGENT: Verify your African Bank account NOW,Your FNB account has been suspended. Click here immediately to verify: http://FNB-verify.com. Failure to verify within 24 hours will result in closure.,spam
39589,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R10,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
69293,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Soweto. Order now R499. SMS MAN to 081 508 2766.,spam
42215,"Make R250,000 per day working from home!!!","Amazing opportunity to earn R500,000 daily from home in Cape Town! No experience needed! Send R299 registration fee. WhatsApp 073 338 1226 NOW!!!",spam
65079,African Bank ALERT: Suspicious activity detected,Your Nedbank account shows unusual transactions. Verify immediately: http://Nedbank-secure.net. Account will be locked in 6 hours!,spam
93640,Your Capitec statement is ready,"Dear Customer, Your monthly statement for account ending in 1335 is now available on Online Banking. Please log in to view your transactions.",ham
4788,Get rich with Bitcoin investment!!!,"Turn R1,000 into R50,000 in one week with our Bitcoin system! Join traders in Cape Town. WhatsApp 081 601 7759. Guaranteed returns!!!",spam
72259,Makro - Your order has been dispatched,"Hi Sarah, Great news! Your order #PNP865650 has been dispatched and will arrive in 2-3 business days.",ham
66772,"FOREX TRADING - Make R50,000 daily guaranteed!!!","Learn to trade Forex and make R500,000 every day! Our traders in Soweto will teach you. Only R1,500 for the course. WhatsApp 071 533 2377.",spam
90409,Woolworths: Order Confirmation,Thank you for your order! Order number: WW577776. Total: R3973. Expected delivery: 3-5 business days to Rosebank.,ham
95281,SARS eFiling: Submit your tax return,"Dear Taxpayer, The deadline for individual tax returns is 24 October 2024. File online at www.sarsefiling.co.za.",ham
3118,WIN a brand new BMW X5 - Enter FREE!!!,You've been selected to win a BMW X5 worth R1.2 million! Click this link and enter your details. Winner announced next week!!!,spam
